t,A,B
0.0,0.1,0.1
0.0009232918741358983,0.21128480091791269,0.18434207272186137
0.0027567861713711263,0.42161530693823085,0.3397302653291655
0.005082048262080755,0.6626035749678292,0.50690157477455
0.008613341784558899,0.9768673220320763,0.7025388823691137
0.0121973570416444,1.2476372974711136,0.8500146482269128
0.016430628830445437,1.5246595229726743,0.9821170885822357
0.021657660355953796,1.823365465849154,1.105709207913608
0.028222496600607397,2.1529626334367182,1.222530001690139
0.03654231450543007,2.5220381918864097,1.3327893138307076
0.047130658718467416,2.939465096125985,1.435749409001407
0.060618358243786204,3.4149231030745715,1.5299762521806297
0.07777080051597675,3.9592606424045798,1.6134638089846487
0.09949955057297608,4.584862711691748,1.683734683082181
0.12686549682904225,5.306171637890562,1.737969825918966
0.16107230913296433,6.140578894149979,1.7731981256838798
0.20345394889494262,7.110039036369197,1.786552423400091
0.25546959670574804,8.24397066277561,1.7755643645320447
0.318737195742167,9.58443444831303,1.7384284807900252
0.3951578752304954,11.195313828824093,1.6741313047605808
0.4872753913954208,13.180286837250023,1.5822822146294273
0.5992830731357796,15.72424866156988,1.4622837030020301
0.740733277149371,19.229582754241466,1.3101372541994725
0.9278065952226062,24.486027287418842,1.1204613738070255
1.1141087937801948,30.482507477392396,0.9512940070304856
1.2920565506738118,36.87553693789611,0.8097744123819506
1.4750916130973968,43.98508408654028,0.683963380735555
1.6672286813006931,51.79290447652529,0.5715645587723867
1.871175005269757,60.15139570527686,0.471637810264413
2.0,65.32417220564743,0.4175084706741754
2.025153486028077,63.78644216725397,0.4076835599506283
2.2470780548681004,51.79288512085037,0.3321457901710344
2.4575734165812055,42.65725649153292,0.27707121617933683
2.6571289495036305,35.61943378875096,0.23797532937431617
2.844534265522311,30.18329893786627,0.21200131249491103
3.0202685871591317,25.93798782399008,0.19683017119042917
3.1858149913778107,22.568991800268627,0.19080967861696074
3.3430211489743487,19.847191280980077,0.19292629591765068
3.4940393699190446,17.604913547393146,0.20273597632822407
3.641247872868238,15.719227722046316,0.22036734946797282
3.7858197837220646,14.11401071594673,0.24629801590934927
3.9286930860479097,12.732886883181001,0.28129513726161304
4.0,12.110241275425928,0.30259229229938556
4.021786774671633,12.22597907284359,0.3094265413567896
4.16461966948539,12.894587083051931,0.34549797415583067
4.308925238410646,13.437632471711963,0.3701295045793316
4.466422389802784,13.914168871602755,0.38765355195654855
4.637015033302176,14.327318141534237,0.3990338331471931
4.821797719965241,14.685509600894823,0.40531544433997446
5.021980480663061,14.997330108067803,0.4074267949773305
5.2390898029406525,15.271253785027312,0.4061924946258493
5.475176664202618,15.515246374446916,0.4023297697690627
5.732872860132724,15.73629356635045,0.39645022403013647
6.0,15.929840682397801,0.3894875670742401
6.024210573285566,15.631894640217128,0.3889527785548879
6.183986390036079,13.83615320379157,0.3942877506133624
6.334028723388367,12.38778172520253,0.4139211208970005
6.48077297880751,11.15775641091889,0.4478374953865219
6.6248909082778455,10.099437737750838,0.4965569621407846
6.766957078482105,9.176101915272977,0.5610713136570057
6.90729123946126,8.359313276940204,0.6428186997868436
7.046023756345277,7.626671392954918,0.7437660914470088
7.18315996113224,6.960647807245034,0.8665805477096962
7.318633949062943,6.348047120571436,1.0148723137658484
7.452356233277814,5.7796297404809245,1.1934929466475432
7.584274174239114,5.249525725251071,1.4089061526006583
7.714445485628432,4.7543540712576196,1.6696815926740889
7.843092857445383,4.292258035094644,1.9871497297755862
7.9706073309493135,3.8621324549008227,2.3762098206701108
8.0,3.7670847348566925,2.478368871356857
8.016111888098228,3.907396569234394,2.5171675229818353
8.071170536237275,4.3385443243083035,2.611713289313349
8.132146626279752,4.754769776860023,2.6676378357412505
8.20405509489636,5.194085896109391,2.690341480248017
8.287093559035048,5.661026714201427,2.677731447269009
8.382221998934671,6.171241947977113,2.629218193390805
8.490789355095995,6.750625739735865,2.544526041583442
8.615368430769696,7.444603438521221,2.4226202078374084
8.762255676316412,8.3458552777215,2.258533572149057
8.959659217750895,9.780180949487253,2.021259902204664
9.122874390901693,11.23432816977412,1.8217293471163736
9.28608956405249,13.001715681681906,1.6264518605857308
9.445043858678087,15.084314650426135,1.4449755448439436
9.604110257597451,17.57553828124522,1.2751248575050949
9.766061804480572,20.563491810587827,1.1162947354646704
9.932983317130288,24.124858109735108,0.9685219434275854
10.0,25.685868248203228,0.9137976039986638
10.024879990759665,25.10877034267413,0.8946951288886272
10.22525424502952,20.982696194188325,0.7629239147485607
10.41182128506753,17.862401230234568,0.673390650173053
10.587140102604083,15.445434246760046,0.6167159105008864
10.752588040660198,13.53888360742563,0.5870853911443226
10.909876993180688,12.003282930775006,0.5805540967252549
11.060631332562235,10.74016813372092,0.594727858428045
11.206908791676168,9.675203881344165,0.6286232478122238
11.34991932123682,8.759160246380656,0.6823621176900195
11.49029316292808,7.957518435164742,0.7568299864936076
11.628448282968183,7.244198024923448,0.8537043277246694
11.764634251710168,6.599591802639392,0.9755761581237639
11.898986251846948,6.009365631050823,1.1261680615894392
12.0,5.590581208205398,1.263059444185815
12.014674072356604,5.925154980268078,1.2812066944785203
12.058390505336218,6.861211899349315,1.3140830458208879
12.109383141536954,7.873683232726153,1.325935221051655
12.171801996064573,9.042674872300214,1.3173031462415186
12.247000831342083,10.395631456807333,1.2870290951759467
12.337001163996787,11.985484089856122,1.2348192538652434
12.444520343890106,13.896123814957827,1.160940607976127
12.574095281173195,16.271747478757717,1.065581828395579
12.735617172052716,19.40257580398906,0.9468744763645086
12.970369347116044,24.33012259750748,0.7864341201249117
13.1976253667713,29.456722354541498,0.6506941305275034
13.412001324900945,34.455711728175125,0.5413227659975612
13.634131252393907,39.602022025828425,0.44592079819394975
13.868298312459235,44.78120768472877,0.3628420363618919
14.0,47.51809712642276,0.32302415400562234
14.025072918543762,46.43136194432226,0.31606059755728155
14.232978269943029,38.408250354083876,0.2665632533212998
14.42659094428785,32.31070144665497,0.2328613582224846
14.608181998462292,27.578528367309936,0.21152809169269446
14.778773564898723,23.85527753993707,0.20048989600642894
14.940083440177535,20.874769603999255,0.1983584231298426
15.093979243606984,18.445669848351436,0.20436075045812038
15.243054494261647,16.421425846298607,0.21833331581359014
15.388918811355099,14.70846261838445,0.24058988589290983
15.532628064488783,13.242124000582827,0.2717623574189256
15.67497286284635,11.974197946420217,0.31275344699241076
15.816468955676939,10.867801932738024,0.36469337031680354
15.957372021953073,9.893724327383477,0.42891589770380417
16.0,9.620694083091422,0.4510506158117012
16.01648490715661,9.996182593299547,0.45904116047450244
16.095076691284216,11.670757972765175,0.4827406246248279
16.18526642248241,13.403978179809505,0.49092478970236214
16.294233402486206,15.296837229120621,0.4857992516141572
16.422719978118536,17.314409296534166,0.4684555404346644
16.572975128213347,19.446806129070342,0.44065152252710543
16.74785278029228,21.683210976183293,0.4044492054174161
16.951478949884546,24.01081089779673,0.3620214745542031
17.190427920523987,26.41312270212874,0.3154568555638796
17.477385419351247,28.879289182456546,0.26639254502481924
17.8437847173523,31.437855613841542,0.21523663918599722
18.0,32.34922399106178,0.19706860629363684
18.024611330875423,31.65643862679018,0.19448657532763647
18.202765442764985,27.121301762668157,0.18059043448400414
18.367806215486528,23.585060008314976,0.1753991126958632
18.52453189356145,20.726593437017165,0.17771797706617434
18.675106520219174,18.37052142139792,0.18717814470775115
18.821855203057872,16.38907176010448,0.20393807481049064
18.965966396705447,14.702444951643846,0.22848409349330245
19.108396202853815,13.251657620023702,0.2615803275866188
19.249833230654332,11.992404553401961,0.30422593911117773
19.39070414351576,10.890370979810934,0.357621907341312
19.531188957322346,9.917998545715065,0.4231540280589238
19.671254782106583,9.052354371002696,0.5024117200133599
19.8107124318648,8.273910817386879,0.5972692154549321
19.949284680434726,7.566096576237046,0.7100461019840066
20.0,7.320589027346857,0.7566312573144591
20.014762531852597,7.765332422607853,0.7681311799705793
20.063132516190894,9.146220132778645,0.7901408546981254
20.120430114203767,10.67055503653383,0.7963618127780396
20.19186149033873,12.456813502797804,0.7872260193976726
20.279474318006507,14.53304465286758,0.7621509103019402
20.38610762616697,16.94951408908777,0.721405336956246
20.515458038558975,19.775207794915982,0.6659348536444099
20.67337283626897,23.114646679343917,0.5969613589101859
20.87158722394843,27.155091279736077,0.5149723210652052
21.15097583655247,32.51507882487688,0.4137787796728202
21.45959112539462,37.84391554051573,0.3229275485343246
21.739717866193008,42.03968580358068,0.2576191542559587
22.0,45.362740581945936,0.20923786089107177
22.024962843864795,44.338929995774215,0.2052193688544284
22.22152079827073,37.115489684267295,0.17879882934791458
22.403330250465796,31.591750283188798,0.16238344627580847
22.573857139990736,27.250745357796,0.15399053476623512
22.73481595727566,23.78043723101849,0.15256334123643822
22.888121281971195,20.955731657387428,0.1575315473596254
23.03646358367123,18.603910237961923,0.1688211055646871
23.181461063042374,16.616255530311044,0.18674461699247105
23.324241349136184,14.917306393893394,0.2118885977996404
23.465685546621373,13.451215587337717,0.2450816173384012
23.606421648738618,12.17571977505791,0.28736225887459327
23.746830694871797,11.057808472817921,0.33995227932555855
23.887059202795697,10.070728721654373,0.4042416477591332
24.0,9.354448275652512,0.46568618827086855
24.016096109575034,9.750197335750642,0.4740456389809765
24.088716889588426,11.426072016011666,0.4974374884162239
24.173194466021272,13.19547618233768,0.5056304313932916
24.276385645510235,15.160623073901455,0.5003456260092
24.399318475517664,17.288957351612005,0.4823897492410648
24.544306344909405,19.57027877424112,0.45339081467860215
24.714361492292557,21.994609044965486,0.41538581412447323
24.91389499754626,24.55044445969325,0.3705816626586326
25.15011850199403,27.22368330488832,0.3211092162750108
25.43772396712356,30.013075129280665,0.268518433487718
25.814386769187443,32.97282219894537,0.21286882367398746
26.0,34.17338976664445,0.1904869965546207
26.024657811617526,33.43511290360121,0.18783206548111922
26.204725046427253,28.564022866920972,0.17309057795904023
26.371409989518334,24.77550640552094,0.16685905144285643
26.529388647375963,21.723716104177054,0.16789896275032223
26.6806629159926,19.219498185890494,0.1757718464349371
26.8278458006874,17.118800639798494,0.19057059129538198
26.97217366416355,15.334743300597529,0.21272319022235253
27.114664544684118,13.803277459625763,0.242935737154839
27.25607320663315,12.476591241979913,0.28215150583798027
27.39689528262108,11.317958792540772,0.3315176067654578
27.537377752004854,10.298162873556546,0.3923622920928471
27.67754368120433,9.393080542235705,0.46619816817327475
27.817239218016436,8.582204378423592,0.5547766490922201
27.956199165192604,7.847965504512919,0.6602173237126968
28.0,7.628986159223731,0.6975356397416781
28.014882549110958,8.078386386625896,0.7083603739038142
28.065425457058783,9.524513541340161,0.7299146511992695
28.125321262085293,11.118593538940116,0.736055456329637
28.2000634838791,12.982470945874487,0.7272927280529087
28.291752786655177,15.13890672545729,0.7031699998450465
28.403300255334216,17.630687658953246,0.6641136598287486
28.53849088619955,20.514980943316782,0.6112390856871167
28.70328386782037,23.876563775608247,0.5459652966113976
28.909439136018655,27.864585449163183,0.46913984517198837
29.195964070590765,32.9703893589456,0.376272193585301
29.485331367893135,37.530951037948554,0.2997442395904028
29.774698665195505,41.43787684923498,0.23879017565758376
30.0,44.0270035286674,0.20048664109361047
30.024928234061672,43.03779796993034,0.19675986713306245
30.219022078373303,36.12772868041522,0.17272389219019596
30.39845683471721,30.833160401737548,0.1581984776021586
30.566912058171706,26.658801176574222,0.1513535929933086
30.72616846139513,23.30983193812369,0.15124832091206664
30.87813576489362,20.5744170765799,0.15740745500948947
31.025677693767907,18.28659688091137,0.16986278334714977
31.170106281744992,16.34856589392017,0.1889803879121127
31.31250961177053,14.688752197979891,0.21539536557881267
31.453721362294765,13.254081099035815,0.2499766539222354
31.594324367103432,12.004172646160974,0.29379687787997294
31.734657178472865,10.90728427995498,0.3481070989050905
31.874827996220812,9.937513297695677,0.4143252638583152
32.0,9.15981222640018,0.4849542259126148
32.01590506925294,9.567697845282764,0.4935155434684753
32.084923269024195,11.232271300559084,0.5163710419649622
32.165659328525535,13.006992786851544,0.5241568979629059
32.264873967959055,14.998790413396618,0.5183346309627552
32.38384320051956,17.180617760984696,0.4995113680078913
32.52498863045855,19.54536814656877,0.4691879461463779
32.691489462242664,22.086839402823706,0.4293469839642763
32.888065428573256,24.79829606547616,0.38218248886276335
33.122642463838886,27.672566702732905,0.32980539797977965
33.41232487509934,30.72638924337303,0.27355988749700577
33.75900197084088,33.72339638797202,0.2189222921130129
34.0,35.4276087933529,0.18830056401871997
34.024693839776596,34.65775060545135,0.1855575571703542
34.206300678077206,29.546232773015934,0.16998534547417027
34.37433072011318,25.578413768136546,0.1628928685168692
34.533362013162694,22.390625292925723,0.1629912956789952
34.68525599290993,19.783905854367205,0.1697836552184033
34.83285249548135,17.60150659725332,0.18330845672620993
34.977420437517054,15.751295730003063,0.20394997295945597
35.12002087943023,14.165453857211698,0.23237232774816785
35.26145375300368,12.793559142259022,0.2694793829469908
35.40226143408388,11.597092283571296,0.31638154643544875
35.54273707483654,10.545609769513666,0.37437068611237867
35.68294454469786,9.61413260524073,0.44491562142703717
35.822759048032324,8.781494149482377,0.5297016606332854
35.96192909376261,8.029505670651417,0.6307402584938776
36.0,7.834971083544451,0.6616557646660288
36.014978235432515,8.284888343371316,0.6720811270968386
36.06721725126541,9.771236956723627,0.6934834063781828
36.12911604259855,11.406820119084166,0.6996594923499251
36.206367248597104,13.31472540947758,0.6911853299389135
36.30108039602888,15.513063097457362,0.6676996901762762
36.41618656737919,18.038500697404835,0.6297478734488211
36.55549457737395,20.93921947244003,0.5785678796308853
36.72497636767,24.285675085800477,0.5157145775394012
36.93624633606104,28.20021841113001,0.4422775500452094
37.226194701259836,33.08470351697052,0.35491243229687763
37.52130043798893,37.420685693423664,0.2825809571153833
37.81640617471802,41.08793338117628,0.22518488603245512
38.0,43.04058098451917,0.19591380636836214
38.02490264445467,42.07680017407188,0.19235959013726242
38.21732274925355,35.3898528222947,0.16975065342462015
38.39517129186194,30.258751171587207,0.15638113470306672
38.562264528664414,26.20402659411539,0.1505128550154778
38.72041641234229,22.94308593052259,0.15127585099988416
38.87167006016058,20.27097518965435,0.1582634524937742
39.01870575072581,18.03171425240116,0.1715641477928144
39.162788474822236,16.13180677200009,0.19158193367196757
39.304973029934715,14.502477168726113,0.21898496120291802
39.44605961977957,13.092580279320062,0.25467063731382467
39.58659857950885,11.86305109397135,0.2997361519526946
39.72689746316689,10.783034803509425,0.3554543583168652
39.867036457679575,9.827228239598393,0.4232651521906652
40.0,9.014200608277873,0.5004239426752823
40.01577329551397,9.430238510643207,0.5091450572053215
40.0823306052734,11.083354690893012,0.5316506195012565
40.16043520193471,12.8565231095381,0.5391562485778894
40.2567714367957,14.860287630725104,0.5329620107430407
40.372791289809705,17.072565815499118,0.5135328545461316
40.511005342956544,19.489610347282188,0.48226467045400834
40.67471299769852,22.109068067617205,0.4410843738012725
40.868857038508516,24.92915214272439,0.39215911899487066
41.10190043278965,27.950045945299575,0.33756198676483745
41.39292896170194,31.207424211361165,0.2784166232778271
41.7306012168316,34.32338286976084,0.22273988911158432
42.0,36.34723601082381,0.18727397682503166
42.02472009589328,35.55415083914174,0.18446100199135163
42.20749272287386,30.26330556834618,0.1682442465224056
42.37654951903777,26.16210065174131,0.16050970619063504
42.536393436755134,22.873558525902556,0.15992871305623238
42.68887913249823,20.189744298384106,0.1659674694327285
42.83680312412237,17.94781558397334,0.17861418759142522
42.981570805896055,16.049552574157243,0.1982237642810878
43.12427018215408,14.42434646036484,0.2254296646713678
43.26573323667768,13.01980132068029,0.2611072966080067
43.40653536360332,11.79604111138337,0.3063407660175392
43.547002676138526,10.72169544028364,0.36239662898188646
43.68722904939205,9.771144741606975,0.43071494092836615
43.82711235268233,8.922744589134401,0.5129394544528828
43.96641318669337,8.157878210847226,0.6110139008176438
44.0,7.983506731990943,0.6373864495022438
44.01505477280913,8.432545007813468,0.6475464922582651
44.06864527801176,9.94610167650499,0.6689087490850275
44.13212732888915,11.608876142109203,0.6751509781123322
44.21133819928324,13.544285002400414,0.6669044663650582
44.308376905081616,15.766525216744196,0.6438834780415952
44.42617222580127,18.30737437355866,0.6067260644931327
44.56852963997372,21.20815935550474,0.5567621486815958
44.74139430926274,24.52873908039996,0.4956446205966739
44.95618799298171,28.37210540099239,0.42463376849732637
45.247899550556944,33.07651380733791,0.3411843517149252
45.54709174232737,37.24655977505091,0.27167142281790946
45.84628393409779,40.743440473256236,0.21664233153954635
46.0,42.288681060032324,0.19320367006273584
46.02488297047661,41.3442243490668,0.18976431582288653
46.21608712300408,34.82360646719109,0.1681137890179497
46.39279580311309,29.814532851137383,0.1555343077520103
46.5589206655624,25.849488905113205,0.15034953010091082
46.71629439010293,22.654963133753387,0.15173790367078982
46.867066483589966,20.030930564704715,0.1593422704864384
47.01375555848443,17.82908096012777,0.17328884049819904
47.15760732311224,15.95877344488048,0.19400939560041536
47.29965127607691,14.353287202437663,0.2221963489176282
47.440662580767544,12.9628899751981,0.258768344457424
47.581167027649485,11.749480639187512,0.30484113870592633
47.72144860961355,10.682856183506615,0.36170438971648744
47.861566304653564,9.738155991324112,0.43081558158899247
48.0,8.902197742662983,0.5129322540773977
48.015677732379,9.32395302311749,0.5217822096989079
48.080466389265716,10.96666863442211,0.544049585160299
48.156646280722114,12.735798843814212,0.5513555297552448
48.25083534614917,14.744508317841024,0.5448916978591254
48.364609924809336,16.974830840656924,0.5250192835077533
48.500549894375695,19.42612589648772,0.49304986483717683
48.662042493734155,22.099565441465607,0.4508598464771967
48.854194181058965,24.9979665585688,0.40058599263282074
49.08587558987361,28.128498144397465,0.3442582573859228
49.377790217692926,31.54505273769693,0.2827862258347989
49.70942834758252,34.75861974635527,0.22614556104501177
50.0,37.04310949009781,0.18681727330940726
50.02473982301129,36.23241108357517,0.1839479187425752
50.20841600793234,30.80410068922212,0.16721984484318886
50.378273540173396,26.600839508584524,0.1589898600619605
50.53875642816216,23.235445793450147,0.1578973095487649
50.69172523089558,20.492832900930047,0.1633803115767184
50.83991379753588,18.205955017573476,0.17538803534318398
50.98484735505977,16.271518893968434,0.19425270815703635
51.12763334583854,14.616762406919152,0.22058466639661004
51.269127536167616,13.187757759655037,0.25523793721535715
51.40992973929795,11.943575623882355,0.2992769568745455
51.550390556763624,10.85212621630073,0.35394968029885626
51.69062654807628,9.887295491465967,0.4206758312856964
51.830553358959364,9.027077399701797,0.5010708450102531
51.96994180204066,8.252542285323285,0.5970326736531364
52.0,8.094612723910052,0.620060270987808
52.01511620699284,8.54232138395159,0.6300331590659974
52.06979181691265,10.0751885335662,0.6514015436262318
52.134537424150444,11.756703550165698,0.6577141199519243
52.21529787360452,13.710193114872407,0.6496483242274801
52.3141534122624,15.94662770454551,0.6269792184399979
52.434021060907504,18.493915088478033,0.590418025117302
52.578691763122556,21.388134658395526,0.5413646875520138
52.7540698072005,24.681209741581327,0.48154431506051576
52.971385160677166,28.461915427704746,0.41234041096143326
53.264043539078855,33.02274457362749,0.3317762585040181
53.56633788326823,37.06838986369751,0.26424861567816055
53.86863222745761,40.44038470392025,0.21087893967558116
54.0,41.70598527697795,0.19148801791036066
54.02486759338679,40.776474962980885,0.1881297932274142
54.21515913539982,34.38278833903586,0.1671611124794742
54.39101886624759,29.466943017628743,0.15515184211489713
54.55642802790537,25.57062041778582,0.15046966817461216
54.71323053383043,22.42721536141738,0.15232787543217183
54.86365327739098,19.840485517632263,0.16040606641883598
55.010093994220746,17.66781342303576,0.1748577048530701
55.15378343829739,15.820711018029485,0.19613544853193463
55.295731742219985,14.234004479347961,0.2249501378391321
55.436694821220975,12.859025719164137,0.2622366967601015
55.57717948300886,11.658399939587028,0.3091252388043508
55.71745144399231,10.602415839060203,0.3669186185107838
55.85755332421002,9.666548164738114,0.43708854978130973
55.99734267387246,8.829889608612524,0.5213136097658675
56.0,8.814797665256657,0.5230662071683638
56.01560643973443,9.240672950738723,0.5320205976448034
56.079085049024336,10.87437012817841,0.5541209878006148
56.15382286256394,12.638771247397884,0.5612810748889006
56.2463805852055,14.648927523446991,0.5546161350966543
56.358423251118815,16.89018359265848,0.5344101673569893
56.492583566383686,19.364587134995478,0.5019077091884044
56.65231359947577,22.076375075435454,0.4589417216193167
56.842841256005066,25.032421493967966,0.4076196516448801
57.07334871408641,28.246159135699553,0.3499292209592322
57.36585216598027,31.788091995120865,0.2865836940898494
57.69325512770287,35.08148788955431,0.22909222122639544
58.0,37.578816472060005,0.1866549583149531
58.02475491080265,36.75453743710224,0.18373995058715314
58.20913976328689,31.21932902481486,0.1666023841921006
58.37962837838677,26.93681567930522,0.15798354543286175
58.54061799420908,23.511883399058977,0.1564969646518903
58.69397247372734,20.72384793652177,0.1615584130597886
58.84237546822416,18.402401283786617,0.1730870379991781
58.987445927887265,16.440217504055255,0.19139706915341514
59.130306014666886,14.76284558454331,0.21708105551223927
59.27182957772315,13.315154766861825,0.25097662263572806
59.41263494560519,12.05538829660799,0.2941331694329846
59.55309132249248,10.950891292664078,0.3477845891587861
59.69333268909173,9.975162542574607,0.4133356487088529
59.83328868207725,9.10591649002018,0.4923815555047326
59.972738553906666,8.323987710898813,0.5867878588247898
60.0,8.179434345375986,0.607289634386076
60.01516555222725,8.62574733532331,0.6171257260184122
60.070714182543504,10.172731637653262,0.638518853554581
60.13647155530482,11.867586821082341,0.6448966564600317
60.21846369092514,13.833367354166034,0.6369748251929023
60.31874949201967,16.078415120621546,0.6145775909375054
60.44023096460173,18.62758866552179,0.5784741400151313
60.586680832657414,21.51293350668321,0.5301182327709045
60.76395999266043,24.780373302271883,0.47128890946736424
60.983125522886,28.508104026641732,0.40346008599328353
61.27630393786543,32.955216833722055,0.32506689029197255
61.58102674044708,36.90641863463308,0.2589809878775164
61.88574954302873,40.18493632033297,0.20681376953913486
62.0,41.25022534963431,0.19035460102818239
62.02485547829377,40.33238901109565,0.18705573197147493
62.214449295238026,34.036875282751886,0.1665888435665594
62.38966362509778,29.19320172125653,0.15500419256116982
62.55453181646453,25.350199135352497,0.15070186531979216
62.71090480570308,22.246587250175295,0.15292100415786197
62.86106730759028,19.689060456568093,0.1613691843092437
63.00732485154189,17.53931414675496,0.1762201658505156
63.1508964673857,15.710510593999036,0.1979426241436637
63.2927772380774,14.138660675575645,0.22726164444396366
63.43370807000237,12.77591144260818,0.265124814171277
63.57418090557448,11.585444603453965,0.31267348397381367
63.7144471319226,10.537925924380131,0.37122096563302925
63.85453662125596,9.609088322434433,0.4422505191038403
63.994297348615106,8.778214807452509,0.5274570534767155
64.0,8.74606511650189,0.531269590376635
64.015552308163,9.174966422572968,0.5403086533462195
64.07804169077595,10.80103864841807,0.5622893989553768
64.15168192544252,12.56080640959067,0.5693410453745779
64.24298535159676,14.570687208486744,0.5625233166102426
64.35368108582153,16.818655834546096,0.5420619192012944
64.486441832585,19.309008882891565,0.5091483036096474
64.64476790911385,22.04857011078512,0.46557909961117994
64.83397815954356,25.047676302264556,0.41343543540146377
65.0634940865414,28.325183129452718,0.3546665609212142
65.35639123330125,31.966208137220544,0.28981229953528187
65.68072179219536,35.324561382029,0.23159198734924338
66.0,37.99540349950731,0.18664423350868412
66.02476657817724,37.160551029815174,0.18369224492201316
66.20971067966973,31.541551320603656,0.16622563866035384
